symbol	Ratio L/H normalized S1.1	Ratio L/H normalized S1.2	Ratio L/H normalized S1.3	Ratio L/H normalized S1.4	Ratio L/H normalized S1.W	Ratio L/H normalized S1.X	Ratio L/H normalized S1.Y	Ratio L/H normalized S1.Z	Ratio L/H normalized S2.1	Ratio L/H normalized S2.2	Ratio L/H normalized S2.3	Ratio L/H normalized S2.4	Ratio L/H normalized S2.W	Ratio L/H normalized S2.X	Ratio L/H normalized S2.Y	Ratio L/H normalized S2.Z	Ratio L/H normalized S3.1	Ratio L/H normalized S3.2	Ratio L/H normalized S3.3	Ratio L/H normalized S3.4	Ratio L/H normalized S3.W	Ratio L/H normalized S3.X	Ratio L/H normalized S3.Y	Ratio L/H normalized S3.Z	Ratio L/H normalized S4.1	Ratio L/H normalized S4.2	Ratio L/H normalized S4.3	Ratio L/H normalized S4.4	Ratio L/H normalized S4.W	Ratio L/H normalized S4.X	Ratio L/H normalized S4.Y	Ratio L/H normalized S4.Z	Ratio L/H normalized S8.1	Ratio L/H normalized S8.2	Ratio L/H normalized S8.3	Ratio L/H normalized S8.4	Ratio L/H normalized S8.W	Ratio L/H normalized S8.X	Ratio L/H normalized S8.Y	Ratio L/H normalized S8.Z	Ratio L/H normalized S9.1	Ratio L/H normalized S9.2	Ratio L/H normalized S9.3	Ratio L/H normalized S9.4	Ratio L/H normalized S9.W	Ratio L/H normalized S9.X	Ratio L/H normalized S9.Y	Ratio L/H normalized S9.Z
SGTA	0.610612444	0.638732754	0.829668962	0.747272456	0.662207801	0.680827887	0.714030703	0.680410968	4.744283139	4.988775256	6.313928526	7.359976448	4.620218074	4.900999804	7.023458351	7.759155804	1.073456638	1.587856077	1.096503251	0.90098207	0.764701384	0.961630926	0.407215865	0.487163248	0.665026269	0.642714827	0.577667379	0.578536303	0.328893274	0.493437284	0.547285464	0.481278275	0.696572862	0.669433659	0.896619744	0.848176421	1.193303183	1.185648906	1.141578575	1.208955946	0.49176297	0.689464975	0.58356676	0.575638959	0.663570007	0.77814956	0.991178511	0.806451613
SGTB		0.951746455		1.085387429				1.55060396										1.682227269	1.31206046			1.272880018											0.564079422	0.642549637	0.59311981	0.695023631	1.282149909	0.965623793	0.944643869	0.937558597			1.375534739	1.43998848	1.479662045		2.679600204	
SH3BGRL	0.910249408	1.176678237	0.835770999	1.010437823	1.239264868	1.284191601	1.150575863	1.001211466									1.636768365	1.979296558	1.582478795	1.159904424	1.098370019	1.151330939	0.489572114	0.605326877	1.316482359	1.286339079	1.186732333	1.035196687	1.315547136	1.36189685	1.662593313	1.445692559	1.147973826	1.00825763	0.919202133	1.049240874	0.925925926	0.738334318	0.92506938	0.898311175	1.048393861	1.043558116	0.986193294	1.048031273	1.113858629	1.240417773	1.389564372	1.505140053
SH3BGRL3	0.972951936	1.080298595	0.924641701	1.125644431	1.209716442	1.174287794	1.167351513	1.107333872	1.434288091	1.069644557	1.715265866	1.220405175	1.149425287	1.289690216	1.727533428	1.625302713	1.435296819	2.251339547	1.359157322	1.159191811	1.30216811	1.30291462	0.474338298	0.618697024	1.003099578	1.021951519	0.891662951	0.860585198	1.117455777	1.232073333	1.107714121	1.143262184	1.060490371	1.056122341	1.021356566	1.118142988	0.907688118	0.830771787	0.932227091	0.878194432	0.933532487	0.914411119	0.958405214	1.043601678	0.884642604	0.863185153	0.924129008	1.065382526
SH3BP5L										0.703432752	0.950118765	0.88542589	0.479455339	0.609013398	0.983574309	1.011183692											0.862738331	0.88051422		0.739973361			1.350511844	1.324889372	1.292891682	1.253258472	1.561475282	1.413807242	1.546144688	1.554412199								
SH3GL1	0.704622322	0.713572142	0.728756741	0.700427261	0.745212013	0.79987202	0.730620297	0.732332479	1.141435241	1.166017584	1.638108967	1.579928587	1.047120419	1.021074988	2.124314908	2.028973745	1.160133183	1.24198917	0.968523002	0.786596397	1.013335495	1.133131636	0.588304506	0.574283581	0.830495806	0.961168781	0.814863103	0.79586152	0.90065748	0.912408759	0.921574048	0.806126562	0.766577233	0.784252216	0.797384579	0.765872712	0.982511299	1.094259515	0.986387848	1.039630723	0.643873543	0.760514108	0.709018718	0.727008361	0.685541921	0.744989943	0.82822594	0.894374385
SH3GLB1																	0.840830741		1.086862012	0.799424414		0.80965104	0.881756459	0.783760483	0.856237692		2.224199288	1.019763007		1.046539617		0.998601957		1.383278924		1.174191276		2.137117456	1.788588803									
SH3GLB2								0.987751877			1.314907102					2.067739134	0.928763815	0.77381413	0.793650794	0.773514851	0.897102359	0.734430082	0.882612533	0.903016074			0.947059381					1.243873921	0.443321364	0.802053256	1.110901274	0.905797101	2.76640478	3.247280403	1.691932864	2.551280743			1.297706952	1.138368718		1.251799462	1.190192811	1.175391993
SH3KBP1	0.540569761	0.602010716	0.460914454	0.446428571	0.54866674	0.580214679	0.591645959	0.576867609	0.121313583	0.114150039	0.176591086	0.184682439	0.140219022	0.142667599			1.143419052	1.45925753	1.02599881	0.769704433	0.834724541	0.833055648	0.406437978	0.489380444	0.822977533	0.842459983	0.72301352	0.763067531	0.93300989	1.046473906	1.119507417	0.881134902	0.936329588	0.814863103	0.658891744	0.80567193	0.835980605	0.973046609	0.810241452	0.985804416	1.407618029	1.708671508	1.926596667	1.797946745	0.986096046	0.927643785	1.162452775	1.033858878
SH3PXD2B																															1.798399425																0.639427073	
SHANK1																																	0.55401662	0.603500302	0.535217298	0.711439954	0.860067085	0.848608282	0.741454734	0.754204691								
SHC1										1.043024772		1.288410745			2.3148684		0.877116042	0.928505107	0.85193389	0.756086496	0.823994726	0.965996909	0.871535646	0.589970501	0.787897888	0.801667468	0.948496633	0.920810313	1.319905495	1.59810784	1.533366045	0.940645283	0.88715401	1.072547085	0.812017864	0.847457627	1.023028369	1.148804669	0.959324635	0.901631954	1.991912834	1.472255348	1.694541881		1.181655973	1.009112284	1.15321632	0.902853016
SHMT1																															0.953016297	1.043765069																
SHMT2	0.948766603	0.99980004	1.395712372	1.068159241	0.971722865	1.171234481	1.536121907	1.215199718	1.238359421		12.71164896	5.674080799			29.62524071	4.072987944	0.910332271	0.934404784	1.098490674	1.195628781	1.04579538	0.943307235	1.096431117	1.04753724	0.739918609	0.62676277	0.788084167	0.840618695	0.933968432	0.635324015	0.725268349	1.076252489	0.354371168	0.919455682	1.983851449	0.903016074	4.395797617	6.741270055	3.932672644	5.242189138	0.881212548	1.5509647	4.200092402	0.745823389	1.810347949	2.333504457	4.732607667	2.273450643
SHROOM3											23.52775098														0.569184359	0.594813229	0.491811341	0.467136918	0.635404753	0.573526038	0.789265983	0.504973994									1.352045645	1.545881771	0.827609037	1.184820085	1.658099818	1.168251595	0.910912735	0.946431952
SIKE1	1.534990099	1.517865274	1.586823022				1.593828695	1.709723196																										0.884720871		1.134069723	1.277726669			1.553277415					1.224679746			
SIN3A					1.527510463							1.558870754											0.655265055											0.885661146	1.018859082		1.448435689	1.359841171			0.806061583	0.810569831			1.063038163	0.960430273	0.78976465	
SIPA1																													1.68154837	1.689845717	1.578507048			1.156845052		1.164022396					1.281082258	1.053640856	1.009886792	1.018350679	1.332942337		1.124998594	1.131567334
SIPA1L1									1.821593165	1.826717571	1.369544079	1.414727311	1.60929529	1.724821912	0.6201935	0.679763442													0.845308538	1.125391073	1.081771076		0.829049909	0.74615729	0.679393981	0.822097994	1.193516817	1.065632293	0.929281665	0.964041261	1.195557309		1.050839621		1.023290082	1.226542377	0.899280576	
SIPA1L3																																0.808865162																1.132297658
SIRPA																					0.879971841	0.913158616	0.499475551	0.502159285																								
SKA3	1.555597038			1.648804617	1.122372246	0.956114351	1.173998286	1.241526581																						0.697447343		0.647123536	1.966143017	2.511994775	2.516862982	2.977431072	1.416490786	1.824351443	1.716649786	1.498104897	1.268971118	1.268037838	0.949216896	1.216678225	0.95038966	0.950299344	0.715512307	0.905141202
SKIV2L2		1.556953354		1.450557739				0.874431619									0.933184024					0.957946163	0.872752662																							1.240556265		
SKP1	1.313404607	1.428163382	1.270389756	1.168825097	1.174163702	1.058257051	1.019399166	0.973520249	2.237086419	2.297530155	2.806308582	2.698399849	2.024496407	1.945260373	2.312887409	2.186318022	1.224214972	1.75972689	1.262084459	1.034671854	0.982704403	1.116133713	0.450308461	0.554785021	0.968054211	1.057272449	0.888336146	0.848392297	0.725900116	0.881834215	0.922339052	0.67691058	1.18330592	1.097972046	1.241541995	1.315080023	1.255697728	1.318600174	1.275249949	1.430410528	0.888257239	1.028288209	0.990393186	0.945268929	0.894694462	1.004833248	1.036914144	1.013725848
SLAIN2	1.827418589	1.601511827	1.196157941	1.492381393	1.512241596	1.402327864	1.860984461	1.761804087	0.638365784	0.750863493	0.733837235	0.743826242	0.654321795	0.630437524	0.711541198	0.56967073	1.285429655	1.650982334	1.128591743	0.939937964	1.132964742	1.1888486	0.593930035	0.609681746	1.114529	1.209277578	1.021982851	0.892219843	0.915164272	0.930838686	1.05224391	0.865800866	1.450158067	1.316447698	1.114640807	1.293895401	1.291789387	1.113139499	1.043841336	1.008633906	1.230148479	1.179941003	1.221165236	1.238068119	1.039630723	0.879584836	0.932140194	0.968523002
SLBP									0.217765293				0.264585263																												0.813074234	0.822368421	0.814398567	0.751089079	1.228380503	1.020147921	1.086991967	0.880126738
SLC12A2									1.006765464	1.086484137	1.482008418	1.710805447	0.958497077	0.955383587	2.125805149	2.501313189									2.302980056	2.491901321	2.112869488	1.547867812	2.041524611	2.385894591	1.982514225	1.806586816	2.36804092	2.189477372	2.218327824	3.274930408	1.980629444	2.089340186	2.069322297	2.361330846	0.767813268	0.759013283	0.695894224	0.603937674	0.492174427	0.488376636	0.447447313	0.446767636
SLC16A3																				1.272847615	0.758610226			1.036505732																								
SLC17A5									0.674718305	0.62857502	0.617360168		0.582479031	0.616788996																																		
SLC1A5	1.345677683	1.299730956	1.271278016	1.164971633	1.292858251	1.47601476	1.206068939	0.906453952	0.496795668	0.565323082	0.594742477	0.622277536	0.625039065	0.567182803	1.790093622	1.755957084	1.287266361	1.316205117	0.87427872	0.914578379	0.9258402	1.070721131	0.899766061	1.000120014	0.789827028	0.654321795	0.587785811	0.539112621	0.20108182	0.367741698	0.355416548	0.37660528	1.587200813	1.149425287	1.102961451	1.322733826	1.184806047	1.477781554	1.413607385	1.393048687		1.750577691	1.448456669	1.775410564	1.767752656	2.184359983	1.703084286	1.45587957
SLC25A13																								2.410393617					1.651336757	7.265329846																		
SLC25A24																	0.811490708	0.741454734	0.844024308	1.007252216	0.932140194	0.841113634	1.117418317	1.124454639		1.098744135	1.158426394	1.005287814	0.601865784		0.621118012			0.540862134														
SLC25A3							1.337685269										0.615763547	0.613158379	0.923958237	0.940026321	0.965903603	1.094055994	2.086550098	2.268242339					3.299241175		9.53652489																	
SLC25A5	0.431984103	1.418479957	0.692424872		0.584316934	0.553434058		0.809061489		1.167188011		1.640339222	0.957946163			19.77066034	0.727749072	0.643252284	0.878811846	0.905469033	0.872219799	1.031406323	1.374551553	1.365877645	4.200621692	3.779432329	2.376143519	3.119735446	1.462865168	2.874554444	4.312761461	5.369415808	0.62605647		1.441462219						1.755926251	1.995530013	3.191625176	1.561207125	1.714148582	1.854255516	2.283365681	1.901393722
SLC25A6		0.467398925		0.529128525		0.376619464		0.574514535																																								
SLC2A1																		1.518579824				1.330618871			0.689227376							0.902038607															1.95698546	
"SLC2A3;SLC2A14"											0.62053987	0.707664001																																				
SLC34A2																									1.401443487	1.814947911	1.732441703	1.750792233	2.065219636	2.135337704	2.281021898	2.140594229																
SLC34A2																										1.762580418	1.503510697	1.280180249	2.272262492	2.589466052		1.754416744																
SLC38A10									1.65395875	1.954346467	2.228660575	2.48849073	1.344013763	1.370482547		2.35532421									2.812623052					2.366415827											1.476777671			1.620430386	1.826484018			
SLC39A10	1.04242677	0.988728495	0.772797527	0.854920065	1.141969669		1.240787155	1.139341461	1.570376419	1.378283761	1.374513766	1.358492617	1.288576767	1.393203951		0.932574839	1.504030803	1.581177661	1.209760346	0.954016409				0.814000814	0.516049128	0.642962772	1.066837361	0.449236298	0.829049909	0.854773912	0.597764361	0.520291363	1.093362198	0.962741889	0.915750916	0.994629003	0.878117316	0.83766125	0.845880562	0.755915035	1.400305267	1.29275797	1.30968908	1.270890259	1.248579741	1.243982236	1.178953325	1.199127036
SLC39A14																																					1.187338225			0.950479992								
SLC39A6								1.363196423		1.790830946	1.551253413							2.540521315		1.134069723	1.221836665								0.933532487			0.718700589	0.972384286	1.00610707	0.688942473	0.776638708	0.965996909		1.035475387		1.430574232						1.097116777	1.231269316
SLC3A2	1.927673683	2	1.67196121	1.625487646	1.712592694	1.544496957	1.204282428	1.178911629		0.815195239	1.219274288	2.808436543	1.250093757	1.230935881			0.680410968	0.863707031		0.365603978	0.94144229	0.660153156																		1.752694768	1.71429551	1.863898157		1.634895203	1.322296565	1.30127004		
SLC3A2	1.080497029	1.196601651	1.331167967	1.327421881	1.236781894	1.281262813	1.145842882	1.073364461	1.936145908	2.103624545	2.376482331	2.112914131	2.41056793	2.704456945	4.472271914	4.4557323	1.154774415	1.032524522	0.750356419	0.808668931	1.111333378	1.251893489	0.67136623	0.668136567	1.042731121	0.984445757	0.976848686	0.964041261	1.016590761	0.663481953	0.694733917	0.722647781	0.963483958	1.356741649	1.391924057	1.030757813	2.924404153	3.365077229	3.311587244	3.177629488	1.633079662	1.842638659	1.694915254	1.192748092	2.660706684	3.8647343	3.286230693	1.278298329
SLC44A2													1.4836355	1.594896332		1.511555844																																
SLC4A1AP	1.694943982	1.576690212	1.300609986	1.224214972	1.037591957	1.347146071	1.236552492	0.996412914		1.129394757		1.910146699			1.568332236	1.637009511					0.877346903			0.725426188	0.535016853	1.291972972		1.236155063			0.822639026	0.482555615		1.221105589					1.71998624		1.028827754		1.315287588	0.764525994	1.257703434	1.065882177	0.643086817	0.789827028
SLC4A2																													1.000520271				1.959477995	2.51420526	2.014829142	2.851196077		1.998161691			1.001001001	1.181851489	0.833125052		0.660851176	0.607718019	0.690274039	0.777604977
SLC4A7																	0.916086479				0.895175007												0.857780065	0.884642604	1.005479865	1.333475571		1.59652596	1.238497455	1.35415115	1.439345961	1.462137938	1.559819061	1.614022629			1.708583926	1.611837333
SLC7A5												0.89895721								0.804828974	1.040940177									0.893814802		1.368307267																
SLC7A6OS	1.447471268	1.436100699	1.342389991	1.521838381	1.31333561	1.293008702	1.253070022	1.288311153									1.298667567																		1.071765412	1.182466388		1.262913288	0.89694143	1.182760089	0.979048365	0.85338795			0.809847749			
SLC9A1																																			0.66582329	1.279164961					1.407954945	1.310169536	1.489757914	1.375932194	1.20867831	1.328674116	1.488826358	1.643547433
SLC9A3R1	1.323346479	1.339889861	1.130620598	1.157260071	1.203036464	1.124581094	1.022014186	1.064486598	1.447848497	1.293376618	1.887469093	1.855253149	1.110642173	1.133478419	1.930315607	1.890073335	1.54707757	2.161087459	1.65598556	1.25075045	1.228682361	1.155535013	0.386339051	0.484683986	0.978473581	1.026083031	0.902934537	0.867077083	1.285297482	1.35000135	1.406786337	1.133362801	1.19125618	1.125036564	0.996810207	1.104655016	1.07464483	0.991276764	1.036785137	1.014991423	1.087938031	1.0437106	1.003774191	1.099360172	1.19578605	1.17352986	0.897907875	0.992260369
SLC9A3R2	1.430717505		1.434905511	1.176761318	1.132220738	1.447408415	0.888336146	0.984445757	0.588789449	0.540160968	0.742004897	0.676041103	0.485814225	0.45924225	0.667155914											0.787835815			1.317401557	1.44356387	1.219422969	1.25369841	1.270373617	0.904895485	1.205487379	1.011316633	0.811820101	0.791828332	0.645286184	0.804440512		1.230087951	1.307240807	1.302083333	1.161426697	1.082415085	1.001853429	1.056010814
SLC9A6									0.998801438	1.493585052		1.162763657	1.168074196																																			
SLIRP	1.730882404	1.625355547	1.514531934	1.657000829	1.242220594	1.23891174	1.099880113	1.150456731	1.590077914	1.442418648	1.857872736	1.928565918	1.504257047	1.169139396	3.796363084	3.663272035		1.045861005	0.88354833	0.917431193		0.79586152	0.78486775	0.734214391	0.739426205	0.782595085	0.655995802	0.611620795	0.678978816	0.715307582	0.637104995	0.814531237	0.49176297	0.480723007	0.433500954	0.448490828	0.541242693	0.640450877	0.508440106	0.546597431	0.742280285	0.621542669	0.830082178	0.885112409	0.778634275	0.750187547	0.814199642	1.095302249
SLK	0.693769946	0.705815923	0.687852524	0.645536118	0.818531554	0.813338756	0.67704807	0.718081287	0.570060426	0.644745326	0.943218261	1.10955773	0.548937805	0.519426553	2.577784652	2.512373439	0.795102171		0.799936005	0.684415851	0.778816199	0.694058856	1.012442924			0.852587603	1.175640724	1.334757074	2.536590315	1.588183912	2.433030827	0.99522293	1.242189732	1.51682922	1.199242079	1.079307516	1.355454348	1.495327103	1.316725041	1.550099206	1.084598698	1.314613241	1.505865346	1.260557166	0.822436056		1.521375323	1.237455297
SLTM	0.707413696	0.812347685	0.648466377	0.701951425		0.789889415	0.620578379	0.663614042	0.473911189	0.484824978		0.43927081	0.505382322	0.491956511		0.970685304							1.315997263	0.784252216	0.811161583			0.699496363	1.013335495		0.850267834	0.77000077	1.209540858		0.942507069	0.991178511		0.924214418		0.815461143	1.063139877	1.052310347	1.061943144	1.06703088	0.866025808	0.81366965	0.846955196	0.752388835
SLU7																																	0.946073794	1.010264285	1.192662739	1.521097624	1.003240467	1.353912808	1.405481377	1.357865436		0.905797101	0.890947969	0.791201836			1.075708354	
"SMAD2;SMAD3;SMAD9"																	1.258574036	1.185100911	1.232149238	1.287631016	1.23051177	1.236017551	1.680728764																									
SMARCA2										0.625117209		0.445235975		0.695313586									0.693914371						1.064429945	1.210771019	1.299832322	1.434493839	1.387655417	1.367652288	1.318044023	1.268681333	1.072650627	0.987556785		0.985027581								
SMARCA5											1.294163323						1.04480107	1.097213079	1.151529807				1.148382503	0.966744006												0.695894224	1.664835348	1.62999185	1.334935256		0.897746656	1.005105938	1.346076188		1.14955742	1.37498625	1.370952263	0.303517771
SMARCC1																						1.001482194		1.186408504																								
SMARCE1																				0.844380647		0.920217171										0.930752048																
SMC1A		1.106072337	1.334472083					0.861178092																									0.563063063															
